,trx,item
14928,3722,light cream
14929,3722,chicken
14930,3722,carrots
14931,3723,turkey
14932,3723,shrimp
14933,3723,chocolate
14934,3723,olive oil
14935,3723,french wine
14936,3723,honey
14937,3724,chutney
14938,3724,eggs
14939,3724,body spray
14940,3725,whole wheat pasta
14941,3725,ground beef
14942,3725,spaghetti
14943,3725,meatballs
14944,3725,milk
14945,3725,bacon
14946,3725,soda
14947,3725,green tea
14948,3726,frozen vegetables
14949,3726,ground beef
14950,3726,spaghetti
14951,3726,olive oil
14952,3726,strong cheese
14953,3726,eggs
14954,3727,turkey
14955,3727,escalope
14956,3727,pasta
14957,3728,green tea
14958,3729,mineral water
14959,3730,pepper
14960,3730,mineral water
14961,3731,pancakes
14962,3731,honey
14963,3731,barbecue sauce
14964,3732,tomato sauce
14965,3732,mineral water
14966,3732,milk
14967,3732,french wine
14968,3732,pancakes
14969,3732,light cream
14970,3732,cooking oil
14971,3732,chicken
14972,3732,extra dark chocolate
14973,3732,eggplant
14974,3732,champagne
14975,3732,cookies
14976,3733,french fries
14977,3733,energy drink
14978,3734,frozen vegetables
14979,3734,chocolate
14980,3734,escalope
14981,3734,tomato juice
14982,3735,burgers
14983,3735,shrimp
14984,3735,eggplant
14985,3735,brownies
14986,3736,french fries
14987,3737,frozen vegetables
14988,3737,strawberries
14989,3737,yogurt cake
14990,3737,gluten free bar
14991,3738,burgers
14992,3739,mineral water
14993,3739,honey
14994,3739,frozen smoothie
14995,3739,cottage cheese
14996,3739,body spray
14997,3740,energy bar
14998,3740,vegetables mix
14999,3740,energy drink
15000,3740,light mayo
15001,3741,turkey
15002,3741,burgers
15003,3741,grated cheese
15004,3741,ground beef
15005,3741,mineral water
15006,3741,milk
15007,3741,vegetables mix
15008,3741,escalope
15009,3742,milk
15010,3742,chocolate
15011,3742,french fries
15012,3742,escalope
15013,3742,pancakes
15014,3742,salad
15015,3743,spaghetti
15016,3743,eggplant
15017,3743,french fries
15018,3743,green tea
15019,3744,milk
15020,3744,chocolate
15021,3745,mineral water
15022,3745,avocado
15023,3745,cake
15024,3745,chocolate
15025,3745,french fries
15026,3745,cottage cheese
15027,3745,pancakes
15028,3745,fresh bread
15029,3745,magazines
15030,3746,grated cheese
15031,3746,eggs
15032,3746,pasta
15033,3746,hot dogs
15034,3746,sparkling water
15035,3747,whole wheat pasta
15036,3748,whole wheat pasta
15037,3749,spaghetti
15038,3749,mineral water
15039,3749,frozen smoothie
15040,3749,pancakes
15041,3750,chocolate
15042,3750,herb & pepper
15043,3750,ground beef
15044,3750,mineral water
15045,3750,soup
15046,3750,olive oil
15047,3750,light cream
15048,3750,oil
15049,3750,chicken
15050,3750,hot dogs
15051,3751,ground beef
15052,3751,spaghetti
15053,3751,bacon
15054,3751,french fries
15055,3751,pancakes
15056,3751,yogurt cake
15057,3752,frozen vegetables
15058,3753,shrimp
15059,3753,frozen vegetables
15060,3753,green tea
15061,3753,french fries
15062,3753,frozen smoothie
15063,3753,cookies
15064,3753,light mayo
15065,3754,turkey
15066,3754,shrimp
15067,3754,whole wheat pasta
15068,3754,mineral water
15069,3754,milk
15070,3754,pancakes
15071,3754,bug spray
15072,3754,brownies
15073,3754,body spray
15074,3755,champagne
15075,3756,tomatoes
15076,3756,chocolate
15077,3756,french fries
15078,3756,frozen smoothie
15079,3756,cookies
15080,3756,low fat yogurt
15081,3757,burgers
15082,3757,cake
15083,3757,brownies
15084,3758,eggs
15085,3758,light mayo
15086,3759,shrimp
15087,3760,burgers
15088,3760,ground beef
15089,3760,milk
15090,3760,whole wheat rice
15091,3761,tomatoes
15092,3761,butter
15093,3761,gums
15094,3761,cereals
15095,3761,chocolate
15096,3761,pancakes
15097,3761,light mayo
15098,3761,green tea
15099,3762,mineral water
15100,3762,cake
15101,3762,low fat yogurt
15102,3763,turkey
15103,3763,ground beef
15104,3763,pepper
15105,3763,cookies
15106,3764,spaghetti
15107,3764,milk
15108,3764,olive oil
15109,3764,oatmeal
15110,3764,frozen smoothie
15111,3764,pancakes
15112,3764,white wine
15113,3764,low fat yogurt
15114,3765,chocolate
15115,3765,cookies
15116,3765,champagne
15117,3766,mineral water
15118,3766,olive oil
15119,3766,eggs
15120,3766,green tea
15121,3767,mineral water
15122,3767,avocado
15123,3767,whole wheat rice
15124,3767,energy drink
15125,3768,pickles
15126,3768,vegetables mix
15127,3768,pancakes
15128,3768,green tea
15129,3769,mineral water
15130,3769,eggs
15131,3770,grated cheese
15132,3770,herb & pepper
15133,3771,gluten free bar
15134,3772,ground beef
15135,3772,spaghetti
15136,3772,mineral water
15137,3772,meatballs
15138,3772,fromage blanc
15139,3772,cooking oil
15140,3773,burgers
15141,3773,ground beef
15142,3773,escalope
15143,3774,chocolate
15144,3774,french fries
15145,3775,turkey
15146,3776,grated cheese
15147,3776,light mayo
15148,3777,vegetables mix
15149,3777,energy drink
15150,3778,frozen vegetables
15151,3778,whole wheat pasta
15152,3778,mineral water
15153,3778,honey
15154,3778,cooking oil
15155,3778,frozen smoothie
15156,3778,tomato juice
15157,3778,fresh bread
15158,3778,green tea
15159,3779,fresh tuna
15160,3779,frozen vegetables
15161,3779,mineral water
15162,3779,avocado
15163,3779,meatballs
15164,3779,milk
15165,3779,french wine
15166,3779,fromage blanc
15167,3779,honey
15168,3779,cereals
15169,3779,frozen smoothie
15170,3779,fresh bread
15171,3780,frozen vegetables
15172,3780,spaghetti
15173,3780,chocolate
15174,3780,olive oil
15175,3780,gums
15176,3780,burger sauce
15177,3780,frozen smoothie
15178,3780,pancakes
15179,3780,green tea
15180,3781,mineral water
15181,3781,olive oil
15182,3782,mineral water
15183,3782,soup
15184,3782,cake
15185,3782,frozen smoothie
15186,3782,low fat yogurt
15187,3783,champagne
15188,3784,pickles
15189,3784,frozen smoothie
15190,3784,champagne
15191,3784,pancakes
15192,3784,mint
15193,3785,whole wheat pasta
15194,3785,mineral water
15195,3785,chocolate
15196,3785,pancakes
15197,3785,body spray
15198,3786,spaghetti
15199,3786,escalope
15200,3786,cookies
15201,3786,champagne
15202,3786,protein bar
15203,3786,hand protein bar
15204,3786,low fat yogurt
15205,3787,whole wheat pasta
15206,3787,olive oil
15207,3787,body spray
15208,3788,pepper
15209,3788,mineral water
15210,3788,chocolate
15211,3788,milk
15212,3788,nonfat milk
15213,3788,frozen smoothie
15214,3789,milk
15215,3790,whole wheat pasta
15216,3790,frozen smoothie
15217,3790,brownies
15218,3790,energy drink
15219,3791,green tea
15220,3792,mineral water
15221,3792,milk
15222,3792,chocolate
15223,3793,turkey
15224,3793,tomatoes
15225,3793,spaghetti
15226,3793,avocado
15227,3793,whole wheat rice
15228,3793,french fries
15229,3794,tomatoes
15230,3794,ground beef
15231,3794,mineral water
15232,3794,milk
15233,3794,honey
15234,3794,french fries
15235,3794,pancakes
15236,3794,tomato juice
15237,3795,tomatoes
15238,3795,eggs
15239,3795,chocolate
15240,3795,french fries
15241,3795,low fat yogurt
15242,3796,spaghetti
15243,3796,mineral water
15244,3796,whole wheat rice
15245,3797,red wine
15246,3798,grated cheese
15247,3798,ground beef
15248,3798,spaghetti
15249,3798,mineral water
15250,3798,olive oil
15251,3798,pancakes
15252,3798,cake
15253,3798,extra dark chocolate
15254,3799,cake
15255,3799,chocolate
15256,3799,low fat yogurt
15257,3800,low fat yogurt
15258,3801,cookies
15259,3802,fresh tuna
15260,3802,grated cheese
15261,3802,mineral water
15262,3802,cake
15263,3802,blueberries
15264,3802,light cream
15265,3802,whole weat flour
15266,3802,french fries
15267,3802,escalope
15268,3803,mineral water
15269,3803,extra dark chocolate
15270,3803,brownies
15271,3803,asparagus
15272,3803,low fat yogurt
15273,3804,herb & pepper
15274,3804,mineral water
15275,3804,chocolate
15276,3804,milk
15277,3804,salmon
15278,3804,pancakes
15279,3804,eggs
15280,3804,green tea
15281,3804,escalope
15282,3805,tomatoes
15283,3805,spaghetti
15284,3805,soup
15285,3805,milk
15286,3805,olive oil
15287,3805,chicken
15288,3805,green beans
15289,3805,frozen smoothie
15290,3806,herb & pepper
15291,3806,pepper
15292,3806,mineral water
15293,3806,fresh bread
15294,3807,melons
15295,3808,spaghetti
15296,3808,meatballs
15297,3809,mineral water
15298,3810,ground beef
15299,3810,spaghetti
15300,3810,eggs
15301,3811,grated cheese
15302,3811,salmon
15303,3811,oil
15304,3812,grated cheese
15305,3812,mineral water
15306,3812,butter
15307,3812,low fat yogurt
15308,3813,low fat yogurt
15309,3814,eggs
15310,3815,herb & pepper
15311,3815,spaghetti
15312,3815,butter
15313,3815,cooking oil
15314,3815,frozen smoothie
15315,3815,low fat yogurt
15316,3815,honey
15317,3816,burgers
15318,3816,fresh tuna
15319,3816,mineral water
15320,3816,eggs
15321,3816,frozen smoothie
15322,3816,mushroom cream sauce
15323,3816,pancakes
15324,3816,yogurt cake
15325,3816,light mayo
15326,3816,mayonnaise
15327,3816,green tea
15328,3817,whole wheat rice
15329,3817,french fries
15330,3817,frozen smoothie
15331,3817,escalope
15332,3818,grated cheese
15333,3818,mineral water
15334,3818,chocolate
15335,3818,chutney
15336,3818,salmon
15337,3818,eggs
15338,3818,whole wheat rice
15339,3818,cake
15340,3819,ground beef
15341,3819,spaghetti
15342,3820,red wine
15343,3820,spaghetti
15344,3820,mineral water
15345,3820,mint
15346,3821,ground beef
15347,3821,tomato sauce
15348,3821,spaghetti
15349,3821,mineral water
15350,3821,milk
15351,3821,eggs
15352,3821,light cream
15353,3821,cooking oil
15354,3821,cereals
15355,3821,frozen smoothie
15356,3821,mint
15357,3822,strawberries
15358,3823,spaghetti
15359,3823,mineral water
15360,3823,whole wheat rice
15361,3823,cookies
15362,3824,frozen vegetables
15363,3824,mineral water
15364,3824,soup
15365,3824,milk
15366,3824,olive oil
15367,3824,black tea
15368,3824,pancakes
15369,3824,fresh bread
15370,3825,turkey
15371,3825,french fries
15372,3825,low fat yogurt
15373,3826,cookies
15374,3827,mineral water
15375,3828,shrimp
15376,3828,mineral water
15377,3829,grated cheese
15378,3829,frozen vegetables
15379,3829,tomatoes
15380,3829,spaghetti
15381,3829,olive oil
15382,3829,energy bar
15383,3829,honey
15384,3829,escalope
15385,3829,cauliflower
15386,3830,mineral water
15387,3830,soup
15388,3830,extra dark chocolate
15389,3831,red wine
15390,3831,black tea
15391,3831,honey
15392,3831,cake
15393,3832,black tea
15394,3833,burgers
15395,3833,chocolate
15396,3833,grated cheese
15397,3833,herb & pepper
15398,3833,ground beef
15399,3833,spaghetti
15400,3833,milk
15401,3833,bacon
15402,3833,corn
15403,3833,pancakes
15404,3833,toothpaste
15405,3834,grated cheese
15406,3834,ground beef
15407,3834,milk
15408,3834,butter
15409,3834,burger sauce
15410,3834,oil
15411,3834,french fries
15412,3834,low fat yogurt
15413,3835,grated cheese
15414,3835,herb & pepper
15415,3835,red wine
15416,3835,spaghetti
15417,3835,mineral water
15418,3835,eggs
15419,3836,frozen vegetables
15420,3836,tomatoes
15421,3836,ground beef
15422,3836,spaghetti
15423,3836,mineral water
15424,3836,chocolate
15425,3837,turkey
15426,3837,burgers
15427,3837,grated cheese
15428,3837,pepper
15429,3837,tomato sauce
15430,3837,mineral water
15431,3837,almonds
15432,3837,chutney
15433,3837,pancakes
15434,3837,eggs
15435,3837,escalope
15436,3837,light mayo
15437,3838,cookies
15438,3839,ground beef
15439,3839,french fries
15440,3839,pasta
15441,3840,french fries
15442,3841,cookies
15443,3842,escalope
15444,3843,grated cheese
15445,3843,ground beef
15446,3843,spaghetti
15447,3843,mineral water
15448,3843,pancakes
15449,3843,cake
15450,3844,tomatoes
15451,3844,ground beef
15452,3844,spaghetti
15453,3844,mineral water
15454,3844,eggs
15455,3844,whole wheat rice
15456,3844,cookies
15457,3844,low fat yogurt
15458,3844,mint
15459,3845,whole wheat rice
15460,3846,spaghetti
15461,3846,soup
15462,3847,herb & pepper
15463,3847,spaghetti
15464,3847,black tea
15465,3847,cake
15466,3847,cottage cheese
15467,3847,yogurt cake
15468,3848,cottage cheese
15469,3849,pepper
15470,3849,mineral water
15471,3849,pancakes
15472,3849,eggs
15473,3849,cooking oil
15474,3849,chocolate
15475,3849,low fat yogurt
15476,3850,grated cheese
15477,3850,pancakes
15478,3850,blueberries
15479,3850,champagne
15480,3851,turkey
15481,3851,herb & pepper
15482,3851,parmesan cheese
15483,3851,spaghetti
15484,3851,escalope
15485,3851,mushroom cream sauce
15486,3851,fresh bread
15487,3851,low fat yogurt
15488,3852,fresh tuna
15489,3852,butter
15490,3852,chicken
15491,3852,green tea
15492,3852,chocolate
15493,3852,fresh bread
15494,3853,frozen vegetables
15495,3853,parmesan cheese
15496,3854,eggs
15497,3854,honey
15498,3854,green tea
15499,3855,turkey
15500,3855,red wine
15501,3855,whole wheat pasta
15502,3855,pepper
15503,3855,spaghetti
15504,3855,mineral water
15505,3855,soup
15506,3855,avocado
15507,3855,eggs
15508,3855,body spray
15509,3855,low fat yogurt
15510,3856,mineral water
15511,3856,chocolate
15512,3856,black tea
15513,3857,ground beef
15514,3857,pepper
15515,3857,spaghetti
15516,3858,eggs
15517,3858,whole wheat rice
15518,3858,french fries
15519,3859,tomatoes
15520,3859,ground beef
15521,3859,pepper
15522,3859,spaghetti
15523,3859,salmon
15524,3859,cake
15525,3860,eggs
15526,3861,turkey
15527,3861,chocolate
15528,3861,ground beef
15529,3861,mineral water
15530,3861,pancakes
15531,3861,zucchini
15532,3862,turkey
15533,3862,burgers
15534,3862,herb & pepper
15535,3862,frozen vegetables
15536,3862,whole wheat pasta
15537,3862,ground beef
15538,3862,spaghetti
15539,3862,mineral water
15540,3862,milk
15541,3862,energy bar
15542,3862,black tea
15543,3862,strong cheese
15544,3862,nonfat milk
15545,3862,eggs
15546,3863,shrimp
15547,3863,frozen vegetables
15548,3863,tomatoes
15549,3863,ground beef
15550,3863,spaghetti
15551,3864,cake
15552,3865,spaghetti
15553,3865,mineral water
15554,3865,salmon
15555,3865,gums
15556,3865,burger sauce
15557,3865,clothes accessories
15558,3865,hot dogs
15559,3865,cottage cheese
15560,3865,mint
15561,3866,fresh tuna
15562,3866,mineral water
15563,3866,honey
15564,3866,low fat yogurt
15565,3867,cereals
15566,3867,low fat yogurt
15567,3867,green tea
15568,3868,shrimp
15569,3868,mineral water
15570,3868,milk
15571,3868,olive oil
15572,3868,eggs
15573,3869,burgers
15574,3869,mineral water
15575,3869,almonds
15576,3869,eggs
15577,3869,whole wheat rice
15578,3869,escalope
15579,3870,french fries
15580,3870,magazines
15581,3870,mayonnaise
15582,3871,shrimp
15583,3871,chocolate
15584,3871,flax seed
15585,3871,vegetables mix
15586,3871,cooking oil
15587,3871,babies food
15588,3871,low fat yogurt
15589,3872,spaghetti
15590,3872,bug spray
15591,3872,whole weat flour
15592,3873,fresh tuna
15593,3873,frozen vegetables
15594,3873,honey
15595,3873,cake
15596,3873,brownies
15597,3873,energy drink
15598,3874,burgers
15599,3874,eggs
15600,3874,green tea
15601,3875,burgers
15602,3875,chocolate
15603,3875,ground beef
15604,3875,spaghetti
15605,3875,milk
15606,3875,olive oil
15607,3875,eggs
15608,3875,cake
15609,3876,burgers
15610,3876,shrimp
15611,3876,milk
15612,3876,pancakes
15613,3876,eggs
15614,3876,ham
15615,3876,french fries
15616,3877,burgers
15617,3877,fresh tuna
15618,3877,frozen vegetables
15619,3877,mineral water
15620,3877,milk
15621,3877,cider
15622,3877,eggs
15623,3877,soda
15624,3877,cottage cheese
15625,3877,fresh bread
15626,3877,low fat yogurt
15627,3878,tomato juice
15628,3878,mayonnaise
15629,3879,herb & pepper
15630,3879,shrimp
15631,3879,frozen vegetables
15632,3879,mineral water
15633,3879,meatballs
15634,3879,salmon
15635,3879,eggs
15636,3879,whole wheat rice
15637,3879,carrots
15638,3880,cookies
15639,3881,butter
15640,3881,eggs
15641,3882,grated cheese
15642,3882,cooking oil
15643,3882,white wine
15644,3883,frozen vegetables
15645,3883,whole wheat pasta
15646,3883,tomato sauce
15647,3883,rice
15648,3883,green tea
15649,3884,green beans
15650,3884,champagne
15651,3884,low fat yogurt
15652,3885,frozen vegetables
15653,3885,ground beef
15654,3885,spaghetti
15655,3885,milk
15656,3885,olive oil
15657,3885,eggs
15658,3885,cooking oil
15659,3885,mint green tea
15660,3885,french fries
15661,3885,low fat yogurt
15662,3886,burgers
15663,3886,chocolate
15664,3886,mineral water
15665,3886,fromage blanc
15666,3886,salmon
15667,3886,eggs
15668,3886,rice
15669,3886,cooking oil
15670,3886,chicken
15671,3886,carrots
15672,3886,tomato juice
15673,3887,turkey
15674,3887,eggs
15675,3887,white wine
15676,3887,green tea
15677,3888,eggs
15678,3889,burgers
15679,3889,butter
15680,3889,cake
15681,3889,cooking oil
15682,3889,eggplant
15683,3889,cereals
15684,3889,brownies
15685,3890,champagne
15686,3890,mushroom cream sauce
15687,3891,grated cheese
15688,3891,herb & pepper
15689,3891,ground beef
15690,3891,spaghetti
15691,3891,salmon
15692,3891,cooking oil
15693,3891,champagne
15694,3892,honey
15695,3893,ground beef
15696,3893,mineral water
15697,3893,honey
15698,3893,low fat yogurt
15699,3894,turkey
15700,3894,escalope
15701,3895,shrimp
15702,3895,extra dark chocolate
15703,3895,whole weat flour
15704,3896,eggs
15705,3896,cake
15706,3897,frozen vegetables
15707,3897,mineral water
15708,3897,soup
15709,3897,milk
15710,3897,eggs
15711,3897,energy drink
15712,3898,chicken
15713,3898,frozen smoothie
15714,3899,burgers
15715,3899,fresh tuna
15716,3899,grated cheese
15717,3899,spaghetti
15718,3899,mineral water
15719,3899,avocado
15720,3899,olive oil
15721,3899,gums
15722,3899,frozen smoothie
15723,3899,hot dogs
15724,3899,cottage cheese
15725,3900,turkey
15726,3900,grated cheese
15727,3900,shrimp
15728,3900,tomatoes
15729,3900,vegetables mix
15730,3900,brownies
15731,3900,pancakes
15732,3900,tomato juice
15733,3900,green tea
15734,3901,escalope
15735,3901,green tea
15736,3902,ketchup
15737,3903,cookies
15738,3904,frozen vegetables
15739,3904,mineral water
15740,3904,pancakes
15741,3904,cake
15742,3904,cooking oil
15743,3904,green tea
15744,3904,shampoo
15745,3904,tomato juice
15746,3904,magazines
15747,3905,herb & pepper
15748,3905,shrimp
15749,3905,ground beef
15750,3905,yogurt cake
15751,3906,mineral water
15752,3906,eggs
15753,3907,chocolate
15754,3907,french fries
15755,3908,grated cheese
15756,3908,tomatoes
15757,3908,ground beef
15758,3908,spaghetti
15759,3908,soup
15760,3908,meatballs
15761,3908,cooking oil
15762,3908,low fat yogurt
15763,3909,grated cheese
15764,3909,frozen vegetables
15765,3909,ground beef
15766,3909,olive oil
15767,3909,salmon
15768,3909,blueberries
15769,3910,tomatoes
15770,3910,spaghetti
15771,3910,milk
15772,3910,olive oil
15773,3910,pancakes
15774,3910,whole wheat rice
15775,3910,green tea
15776,3910,yogurt cake
15777,3910,mint
15778,3911,yogurt cake
15779,3912,shrimp
15780,3912,frozen vegetables
15781,3912,tomatoes
15782,3912,spaghetti
15783,3912,milk
15784,3912,butter
15785,3912,chicken
15786,3912,frozen smoothie
15787,3912,tomato juice
15788,3912,mint
15789,3913,burgers
15790,3913,herb & pepper
15791,3913,frozen vegetables
15792,3913,spaghetti
15793,3913,chocolate
15794,3913,milk
15795,3913,butter
15796,3913,flax seed
15797,3913,almonds
15798,3913,bug spray
15799,3913,chili
15800,3913,whole weat flour
15801,3913,low fat yogurt
15802,3914,ground beef
15803,3914,spaghetti
15804,3914,mineral water
15805,3914,almonds
15806,3914,eggs
15807,3914,cereals
15808,3914,green tea
15809,3915,ground beef
15810,3916,frozen vegetables
15811,3916,butter
15812,3916,whole wheat rice
15813,3916,pet food
15814,3916,fresh bread
15815,3917,tomatoes
15816,3917,ground beef
15817,3917,muffins
15818,3917,eggs
15819,3917,cookies
15820,3918,soup
15821,3918,milk
15822,3918,pancakes
15823,3918,honey
15824,3918,mint green tea
15825,3918,cottage cheese
15826,3919,herb & pepper
15827,3919,ground beef
15828,3919,spaghetti
15829,3919,mineral water
15830,3919,soup
15831,3919,cream
15832,3919,pancakes
15833,3919,french fries
15834,3919,frozen smoothie
15835,3920,turkey
15836,3920,ground beef
15837,3920,chocolate
15838,3920,cookies
15839,3920,tomato juice
15840,3921,ground beef
15841,3921,spaghetti
15842,3921,butter
15843,3921,french wine
15844,3921,eggs
15845,3921,whole weat flour
15846,3921,hot dogs
15847,3921,sparkling water
15848,3921,brownies
15849,3921,body spray
15850,3921,energy drink
15851,3922,turkey
15852,3922,tomatoes
15853,3922,ground beef
15854,3922,spaghetti
15855,3922,mineral water
15856,3922,meatballs
15857,3922,french fries
15858,3923,red wine
15859,3923,ground beef
15860,3923,spaghetti
15861,3923,mineral water
15862,3923,black tea
15863,3923,mayonnaise
15864,3923,low fat yogurt
15865,3924,burger sauce
15866,3924,escalope
15867,3925,frozen vegetables
15868,3925,parmesan cheese
15869,3925,ground beef
15870,3925,spaghetti
15871,3925,eggs
15872,3925,tea
15873,3925,escalope
15874,3926,tomatoes
15875,3927,shrimp
15876,3927,soup
15877,3927,gums
15878,3927,barbecue sauce
15879,3928,frozen smoothie
15880,3928,melons
15881,3929,turkey
15882,3929,ham
15883,3929,chocolate
15884,3929,muffins
15885,3929,pancakes
15886,3929,cake
15887,3929,rice
15888,3929,chicken
15889,3929,green tea
15890,3929,low fat yogurt
15891,3930,mineral water
15892,3930,pancakes
15893,3930,oil
15894,3931,red wine
15895,3931,cake
15896,3931,champagne
15897,3932,cottage cheese
15898,3932,light mayo
15899,3933,french fries
15900,3933,pancakes
15901,3934,red wine
15902,3934,tomatoes
15903,3934,ground beef
15904,3934,spaghetti
15905,3934,mineral water
15906,3934,olive oil
15907,3934,chicken
15908,3934,whole wheat rice
15909,3934,chili
15910,3934,chocolate bread
15911,3935,turkey
15912,3935,olive oil
15913,3935,green tea
15914,3935,honey
15915,3936,french wine
15916,3936,cake
15917,3937,low fat yogurt
15918,3938,black tea
15919,3938,eggs
15920,3938,whole wheat rice
15921,3938,low fat yogurt
15922,3938,green tea
15923,3939,tomatoes
15924,3939,green tea
15925,3940,frozen vegetables
15926,3940,tomatoes
15927,3940,parmesan cheese
15928,3940,mineral water
15929,3941,red wine
15930,3941,parmesan cheese
15931,3941,ground beef
15932,3941,spaghetti
15933,3941,hand protein bar
15934,3941,cauliflower
15935,3941,mint
15936,3942,pickles
15937,3942,cereals
15938,3942,green tea
15939,3943,mint
15940,3944,mineral water
15941,3945,frozen vegetables
15942,3945,ground beef
15943,3945,eggs
15944,3945,low fat yogurt
15945,3946,mineral water
15946,3946,chocolate
15947,3946,milk
15948,3946,eggs
15949,3946,toothpaste
15950,3946,low fat yogurt
15951,3947,escalope
15952,3948,mineral water
15953,3948,soup
15954,3948,olive oil
15955,3949,turkey
15956,3949,spaghetti
15957,3949,chicken
15958,3949,whole weat flour
15959,3949,cottage cheese
15960,3949,fresh bread
15961,3950,shrimp
15962,3950,frozen vegetables
15963,3951,red wine
15964,3951,flax seed
15965,3951,cake
15966,3951,frozen smoothie
15967,3951,hot dogs
15968,3951,toothpaste
15969,3952,cream
15970,3953,milk
15971,3953,butter
15972,3953,green grapes
15973,3953,chocolate
15974,3953,escalope
15975,3954,burgers
15976,3954,ground beef
15977,3954,spaghetti
15978,3954,mineral water
15979,3954,oil
15980,3954,barbecue sauce
15981,3954,yogurt cake
15982,3954,low fat yogurt
15983,3955,escalope
15984,3956,champagne
15985,3957,carrots
15986,3958,chocolate
15987,3959,chocolate
15988,3959,herb & pepper
15989,3959,ground beef
15990,3959,spaghetti
15991,3959,mineral water
15992,3959,olive oil
15993,3959,rice
15994,3959,french fries
15995,3960,tomato sauce
15996,3960,mineral water
15997,3960,cake
15998,3961,turkey
15999,3961,pancakes
16000,3962,french fries
16001,3963,honey
16002,3963,whole wheat rice
16003,3964,chocolate
16004,3964,grated cheese
16005,3964,spaghetti
16006,3964,butter
16007,3964,honey
16008,3964,cake
16009,3964,rice
16010,3964,french fries
16011,3964,energy drink
16012,3965,ground beef
16013,3965,yams
16014,3965,eggs
16015,3965,chicken
16016,3965,pasta
16017,3966,french fries
16018,3967,milk
16019,3967,green beans
16020,3967,mint
16021,3968,honey
16022,3968,chocolate
16023,3968,french fries
16024,3968,escalope
16025,3969,mineral water
16026,3969,chicken
16027,3969,magazines
16028,3970,bug spray
16029,3970,light mayo
16030,3971,mineral water
16031,3971,salmon
16032,3971,vegetables mix
16033,3971,cereals
16034,3971,escalope
16035,3972,spaghetti
16036,3972,milk
16037,3972,olive oil
16038,3972,low fat yogurt
16039,3973,burgers
16040,3973,eggs
16041,3973,frozen smoothie
16042,3974,chocolate
16043,3975,mineral water
16044,3975,french wine
16045,3975,chicken
16046,3976,pepper
16047,3977,dessert wine
16048,3977,tomatoes
16049,3977,ground beef
16050,3977,salmon
16051,3977,hot dogs
16052,3978,ham
16053,3978,ground beef
16054,3978,spaghetti
16055,3978,frozen smoothie
16056,3978,champagne
16057,3979,ground beef
16058,3979,french fries
16059,3979,mushroom cream sauce
16060,3979,brownies
16061,3980,shrimp
16062,3980,frozen vegetables
16063,3980,ground beef
16064,3980,spaghetti
16065,3980,mineral water
16066,3981,french fries
16067,3981,protein bar
16068,3982,escalope
16069,3983,blueberries
16070,3983,clothes accessories
16071,3983,french fries
16072,3983,frozen smoothie
16073,3983,escalope
16074,3983,fresh bread
16075,3984,burgers
16076,3984,mineral water
16077,3984,flax seed
16078,3984,gums
16079,3984,cereals
16080,3985,milk
16081,3985,cooking oil
16082,3985,low fat yogurt
16083,3986,ham
16084,3986,grated cheese
16085,3986,tomatoes
16086,3986,ground beef
16087,3986,spaghetti
16088,3986,mineral water
16089,3986,french wine
16090,3986,honey
16091,3986,rice
16092,3986,cooking oil
16093,3986,ketchup
16094,3986,pancakes
16095,3986,magazines
16096,3987,frozen vegetables
16097,3987,fromage blanc
16098,3987,pancakes
16099,3987,french fries
16100,3987,escalope
16101,3988,ground beef
16102,3988,spaghetti
16103,3988,mineral water
16104,3988,olive oil
16105,3988,french wine
16106,3988,salmon
16107,3988,cereals
16108,3988,white wine
16109,3988,low fat yogurt
16110,3989,frozen vegetables
16111,3989,spaghetti
16112,3989,eggs
16113,3989,bug spray
16114,3989,cooking oil
16115,3989,french fries
16116,3989,escalope
16117,3989,hot dogs
16118,3990,burgers
16119,3990,red wine
16120,3990,shrimp
16121,3990,mineral water
16122,3990,rice
16123,3990,french fries
16124,3990,strawberries
16125,3990,protein bar
16126,3990,tomato juice
16127,3990,cauliflower
16128,3991,chocolate
16129,3992,hot dogs
16130,3992,shampoo
16131,3993,herb & pepper
16132,3993,spaghetti
16133,3993,pancakes
16134,3993,low fat yogurt
16135,3993,green tea
16136,3994,mineral water
16137,3994,mint green tea
16138,3994,french fries
16139,3995,fresh tuna
16140,3995,spaghetti
16141,3995,mineral water
16142,3995,pancakes
16143,3995,whole weat flour
16144,3995,champagne
16145,3995,hot dogs
16146,3995,tomato juice
16147,3995,green tea
16148,3996,bacon
16149,3996,light mayo
16150,3996,low fat yogurt
16151,3997,turkey
16152,3997,fresh tuna
16153,3997,spaghetti
16154,3997,fromage blanc
16155,3997,eggs
16156,3997,honey
16157,3997,bramble
16158,3997,green tea
16159,3997,escalope
16160,3997,cottage cheese
16161,3998,red wine
16162,3998,chocolate
16163,3998,soda
16164,3998,pet food
16165,3998,french fries
16166,3998,champagne
16167,3999,olive oil
16168,3999,pancakes
16169,3999,toothpaste
16170,4000,toothpaste
16171,4001,energy bar
16172,4001,champagne
16173,4002,frozen vegetables
16174,4002,tomatoes
16175,4002,milk
16176,4002,salmon
16177,4003,milk
16178,4003,chocolate
16179,4004,mineral water
16180,4004,avocado
16181,4004,olive oil
16182,4004,muffins
16183,4004,green tea
16184,4004,french fries
16185,4004,escalope
16186,4005,chocolate
16187,4006,cookies
